Player,Role,Team,Opponent_Team,Opponent_Player,Date,Week,Day,Patch,Stage,No_Game,all_Games,Format,Game_of_day,Side,Time,Ban,Ban_Opponent,Pick,Pick_Opponent,Champion,Champion_Opponent,Outcome,Kills_Team,Turrets_Team,Dragon_Team,Baron_Team,Level,Kills,Deaths,Assists,KDA,CS,CS_in_Teams_Jungle,CS_in_Enemy_Jungle,CSM,Golds,GPM,GOLD%,Vision_Score,Wards_placed,Wards_destroyed,Control_Wards_Purchased,Detector_Wards_Placed,VSPM,WPM,VWPM,WCPM,VS%,Total_damage_to_Champion,Physical_Damage,Magic_Damage,True_Damage,DPM,DMG%,K+A_Per_Minute,KP%,Solo_kills,Double_kills,Triple_kills,Quadra_kills,Penta_kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives_Stolen,Damage_dealt_to_turrets,Damage_dealt_to buildings,Total_heal,Total_Heals_On_Teammates,Damage_self_mitigated,Total_Damage_Shielded_On_Teammates,Time_ccing_others,Total_Time_CC_Dealt,Total_damage_taken,Total_Time_Spent_Dead,Consumables_purchased,Items_Purchased,Shutdown_bounty_collected,Shutdown_bounty_lost
Finn,TOP,RGE,BDS,Adam,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,1,Blue,0:32:38,Varus,Smolder,Kalista,Aphelios,Gragas,Renekton,Loss,10,2,3,0,17,1,2,5,3,259,0,0,7.9,10947,335,20.4,26,14,4,6,5,0.8,0.43,0.18,0.12,10,19868,2204,17127,537,609,27.9,0.18,60,0,0,0,0,0,302,-12,199,0,0,1235,1235,14603,0,30827,0,38,493,29097,53,8,23,0,50
Markoon,JUNGLE,RGE,BDS,Sheo,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,1,Blue,0:32:38,Zeri,Orianna,Hwei,Taliyah,Xin_Zhao,Maokai,Loss,10,2,3,0,14,0,3,6,2,200,191,0,6.1,9522,292,17.7,43,12,9,9,9,1.32,0.37,0.28,0.28,16.6,9177,8149,352,676,281,12.9,0.18,60,0,0,0,0,0,90,9,701,1,0,0,0,26756,0,38844,0,12,523,43975,118,10,25,0,0
Larssen,MID,RGE,BDS,nuc,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,1,Blue,0:32:38,Vi,Senna,Renata_Glasc,Blitzcrank,Hwei,Taliyah,Loss,10,2,3,0,17,4,1,6,10,291,4,0,8.9,12615,387,23.5,35,14,5,4,3,1.07,0.43,0.12,0.15,13.5,24712,715,23128,869,757,34.7,0.31,100,1,0,0,0,0,363,-1,133,0,0,2081,2081,3629,2389,10184,804,35,1042,12396,0,6,19,350,100
Comp,ADCARRY,RGE,BDS,Ice,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,1,Blue,0:32:38,Darius,Jarvan_IV,Xin_Zhao,Maokai,Kalista,Aphelios,Loss,10,2,3,0,15,5,2,4,4.5,308,7,0,9.4,13536,415,25.2,45,15,9,5,5,1.38,0.46,0.15,0.28,17.4,13848,8889,2169,2790,424,19.4,0.28,90,0,0,0,0,0,637,-2,-210,0,0,242,242,6365,0,9354,0,13,336,19285,47,6,23,100,650
Zoelys,SUPPORT,RGE,BDS,Labrov,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,1,Blue,0:32:38,Rell,Volibear,Gragas,Renekton,Renata_Glasc,Blitzcrank,Loss,10,2,3,0,10,0,3,9,3,35,4,0,1.1,7158,219,13.3,110,51,19,15,13,3.37,1.56,0.46,0.58,42.5,3615,773,2386,456,111,5.1,0.28,90,0,0,0,0,0,195,0,635,1,0,0,0,1481,290,11506,4181,11,175,12635,88,17,31,0,0
Adam,TOP,BDS,RGE,Finn,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,1,Red,0:32:38,Smolder,Varus,Aphelios,Kalista,Renekton,Gragas,Win,11,10,2,1,17,2,2,3,2.5,296,10,0,9.1,13161,403,21.5,48,16,11,11,9,1.47,0.49,0.34,0.34,15.4,14745,12552,2112,81,452,18.3,0.15,45.5,0,1,0,0,0,-302,12,-199,0,0,7489,7489,11031,0,27659,0,15,68,32492,85,13,30,100,100
Sheo,JUNGLE,BDS,RGE,Markoon,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,1,Red,0:32:38,Orianna,Zeri,Taliyah,Hwei,Maokai,Xin_Zhao,Win,11,10,2,1,15,0,4,10,2.5,171,152,0,5.2,10173,312,16.6,48,7,13,5,4,1.47,0.21,0.15,0.4,15.4,8292,504,6374,1414,254,10.3,0.31,90.9,0,0,0,0,0,-90,-9,-701,-1,1,365,365,18510,0,33230,0,45,954,34019,74,5,21,0,0
nuc,MID,BDS,RGE,Larssen,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,1,Red,0:32:38,Senna,Vi,Blitzcrank,Renata_Glasc,Taliyah,Hwei,Win,11,10,2,1,17,3,1,8,11,300,8,0,9.2,13805,423,22.6,44,9,13,7,6,1.35,0.28,0.21,0.4,14.1,22731,665,21596,470,697,28.3,0.34,100,0,0,0,0,0,-363,1,-133,0,0,2133,2133,1035,12,6739,0,37,489,9397,0,10,26,0,350
Ice,ADCARRY,BDS,RGE,Comp,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,1,Red,0:32:38,Jarvan_IV,Darius,Maokai,Xin_Zhao,Aphelios,Kalista,Win,11,10,2,1,16,5,0,4,Perfect_KDA,318,14,0,9.7,15335,470,25.1,47,15,15,6,6,1.44,0.46,0.18,0.46,15.1,29324,27652,1248,424,899,36.5,0.28,81.8,0,0,0,0,0,-637,2,210,0,0,10905,10905,5766,0,12224,0,10,147,10263,0,7,26,700,0
Labrov,SUPPORT,BDS,RGE,Zoelys,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,1,Red,0:32:38,Volibear,Rell,Renekton,Gragas,Blitzcrank,Renata_Glasc,Win,11,10,2,1,13,1,3,8,3,32,0,0,1,8632,265,14.1,125,65,13,16,16,3.83,1.99,0.49,0.4,40.1,5322,1412,3076,834,163,6.6,0.28,81.8,0,0,0,0,0,-195,0,-635,-1,0,1152,1152,2092,0,13850,323,29,140,17845,51,18,33,0,0
Irrelevant,TOP,SK,VIT,Photon,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,2,Blue,0:23:08,Varus,Orianna,Kalista,Taliyah,Volibear,Smolder,Win,23,10,3,1,13,4,0,9,Perfect_KDA,151,0,0,6.5,9220,399,18.5,21,9,2,4,3,0.91,0.39,0.17,0.09,11.2,9682,4583,5015,84,419,16.6,0.56,56.5,0,0,0,0,0,239,1,135,0,0,5493,5493,4291,0,24426,0,16,289,14184,0,6,20,0,0
Isma,JUNGLE,SK,VIT,Daglas,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,2,Blue,0:23:08,Jayce,Vi,Rell,Nautilus,Rell,Poppy,Win,23,10,3,1,12,1,1,20,21,111,98,0,4.8,8169,353,16.4,34,10,8,7,7,1.47,0.43,0.3,0.35,18.1,5104,604,4302,198,221,8.7,0.91,91.3,0,0,0,0,0,830,8,628,1,0,1037,1037,9300,0,31988,0,17,184,17852,12,8,19,0,0
Nisqy,MID,SK,VIT,Vetheo,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,2,Blue,0:23:08,Ashe,Renekton,Renata_Glasc,Senna,Neeko,Taliyah,Win,23,10,3,1,14,5,0,9,Perfect_KDA,196,0,0,8.5,10483,453,21,19,9,1,8,7,0.82,0.39,0.35,0.04,10.1,18046,916,16540,590,780,30.9,0.61,60.9,0,0,0,0,0,2100,21,1249,1,0,8904,8904,1280,0,5575,0,32,160,7874,0,10,27,0,0
Exakick,ADCARRY,SK,VIT,Carzzy,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,2,Blue,0:23:08,Maokai,Ahri,Neeko,Poppy,Kalista,Senna,Win,23,10,3,1,14,12,0,3,Perfect_KDA,232,18,0,10,14097,609,28.3,33,12,8,5,5,1.43,0.52,0.22,0.35,17.6,19631,15698,3727,206,849,33.7,0.65,65.2,0,2,0,0,0,4242,98,1970,2,0,11317,11317,5765,0,7090,0,15,302,11049,0,6,25,0,0
Doss,SUPPORT,SK,VIT,Hylissang,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,2,Blue,0:23:08,Rumble,Hwei,Volibear,Smolder,Renata_Glasc,Nautilus,Win,23,10,3,1,11,1,0,20,Perfect_KDA,18,0,0,0.8,7919,342,15.9,81,52,7,9,8,3.5,2.25,0.39,0.3,43.1,5869,1392,3821,656,254,10.1,0.91,91.3,0,0,0,0,0,502,-84,-993,-1,0,2080,2080,3099,1046,11257,3299,17,95,8803,0,12,23,0,0
Photon,TOP,VIT,SK,Irrelevant,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,2,Red,0:23:08,Orianna,Varus,Taliyah,Kalista,Smolder,Volibear,Loss,1,0,0,0,13,1,2,0,0.5,184,1,0,8,7669,332,23.5,16,8,3,1,1,0.69,0.35,0.04,0.13,12,11575,8141,2711,723,500,28.9,0.04,100,0,0,0,0,0,-239,-1,-135,0,0,894,894,1213,0,4095,0,9,318,9032,71,3,17,0,0
Daglas,JUNGLE,VIT,SK,Isma,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,2,Red,0:23:08,Vi,Jayce,Nautilus,Rell,Poppy,Rell,Loss,1,0,0,0,10,0,5,1,0.2,108,101,0,4.7,5943,257,18.2,22,9,5,7,7,0.95,0.39,0.3,0.22,16.5,5326,4061,947,318,230,13.3,0.04,100,0,0,0,0,0,-830,-8,-628,-1,0,0,0,7960,0,18159,0,23,567,20239,79,8,19,0,0
Vetheo,MID,VIT,SK,Nisqy,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,2,Red,0:23:08,Renekton,Ashe,Senna,Renata_Glasc,Taliyah,Neeko,Loss,1,0,0,0,12,0,5,1,0.2,190,4,0,8.2,6813,295,20.9,25,10,4,3,3,1.08,0.43,0.13,0.17,18.8,9049,314,8553,182,391,22.6,0.04,100,0,0,0,0,0,-2100,-21,-1249,-1,0,0,0,13,0,7680,0,29,460,13021,126,5,18,0,0
Carzzy,ADCARRY,VIT,SK,Exakick,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,2,Red,0:23:08,Ahri,Maokai,Poppy,Neeko,Senna,Kalista,Loss,1,0,0,0,10,0,5,0,0,62,2,0,2.7,6325,273,19.4,58,25,16,2,2,2.51,1.08,0.09,0.69,43.6,9467,9467,0,0,409,23.6,0,0,0,0,0,0,0,-4242,-98,-1970,-2,0,566,566,5108,1114,5291,657,22,193,12836,66,4,17,0,0
Hylissang,SUPPORT,VIT,SK,Doss,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,2,Red,0:23:08,Hwei,Rumble,Smolder,Volibear,Nautilus,Renata_Glasc,Loss,1,0,0,0,10,0,6,0,0,125,1,0,5.4,5874,254,18,12,6,4,2,1,0.52,0.26,0.09,0.17,9,4687,483,3765,439,203,11.7,0,0,0,0,0,0,0,-502,84,993,1,0,0,0,751,189,23929,0,26,531,18132,126,3,19,0,0
Odoamne,TOP,GX,MDK,Myrwn,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,3,Blue,0:27:07,Taliyah,Kalista,Vi,Senna,Rumble,Karma,Win,16,9,2,1,15,1,1,11,12,218,9,0,8,11082,409,21,23,10,3,4,3,0.85,0.37,0.15,0.11,11.8,20769,68,20701,0,766,27.7,0.44,75,0,0,0,0,0,197,18,562,1,0,2389,2389,4584,1014,18770,0,14,297,18710,26,6,18,0,0
Peach,JUNGLE,GX,MDK,Elyoya,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,3,Blue,0:27:07,Orianna,Smolder,Varus,Volibear,Vi,Volibear,Win,16,9,2,1,14,1,1,9,10,165,152,0,6.1,10114,373,19.2,45,9,11,7,7,1.66,0.33,0.26,0.41,23.1,8476,8005,0,471,313,11.3,0.37,62.5,0,0,0,0,0,-980,-16,-425,0,0,4661,4661,12910,0,30023,0,26,273,23536,12,8,26,500,0
Jackies,MID,GX,MDK,Fresskowy,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,3,Blue,0:27:07,Xin_Zhao,Nilah,Nautilus,Tahm_Kench,Yone,LeBlanc,Win,16,9,2,1,16,7,2,5,6,228,8,0,8.4,12789,472,24.3,19,12,0,3,3,0.7,0.44,0.11,0,9.7,19210,13849,3644,1717,708,25.6,0.44,75,0,1,0,0,0,-1625,-24,-998,-1,0,6544,6544,7692,0,18111,0,18,176,20323,58,6,19,0,0
Patrik,ADCARRY,GX,MDK,Supa,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,3,Blue,0:27:07,Twisted_Fate,Hwei,Rumble,Karma,Varus,Senna,Win,16,9,2,1,14,5,2,8,6.5,212,17,0,7.8,11023,407,20.9,25,11,3,3,2,0.92,0.41,0.11,0.11,12.8,20853,13625,6682,546,769,27.8,0.48,81.3,0,0,0,0,0,-524,76,163,0,0,5612,5612,3752,0,4710,0,43,349,11387,22,5,20,0,0
IgNar,SUPPORT,GX,MDK,Alvaro,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,3,Blue,0:27:07,Akali,Ahri,Yone,LeBlanc,Nautilus,Tahm_Kench,Win,16,9,2,1,12,2,0,12,Perfect_KDA,27,0,0,1,7679,283,14.6,83,45,7,12,12,3.06,1.66,0.44,0.26,42.6,5751,1218,3997,536,212,7.7,0.52,87.5,0,0,0,0,0,-1209,-96,-1859,-2,0,258,258,2495,1105,18111,1456,45,189,8694,0,14,26,50,0
Myrwn,TOP,MDK,GX,Odoamne,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,3,Red,0:27:07,Kalista,Taliyah,Senna,Vi,Karma,Rumble,Loss,6,3,1,0,14,0,4,1,0.3,196,0,0,7.2,8472,312,19.1,19,10,1,1,1,0.7,0.37,0.04,0.04,9.8,15193,1059,14134,0,560,27.6,0.04,16.7,0,0,0,0,0,-197,-18,-562,-1,0,2393,2393,614,0,12501,1013,21,293,12812,107,4,18,0,50
Elyoya,JUNGLE,MDK,GX,Peach,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,3,Red,0:27:07,Smolder,Orianna,Volibear,Varus,Volibear,Vi,Loss,6,3,1,0,12,1,5,5,1.2,149,133,0,5.5,8136,300,18.3,40,8,10,9,6,1.48,0.3,0.33,0.37,20.7,7382,4562,2438,382,272,13.4,0.22,100,0,0,0,0,0,980,16,425,0,0,445,445,12259,0,25611,0,19,483,27047,162,10,21,0,0
Fresskowy,MID,MDK,GX,Jackies,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,3,Red,0:27:07,Nilah,Xin_Zhao,Tahm_Kench,Nautilus,LeBlanc,Yone,Loss,6,3,1,0,15,4,3,0,1.3,247,0,0,9.1,11002,406,24.8,35,10,7,5,5,1.29,0.37,0.18,0.26,18.1,11356,684,10672,0,419,20.6,0.15,66.7,0,1,0,0,0,1625,24,998,1,0,1866,1866,865,0,8760,0,6,35,14204,80,8,22,0,500
Supa,ADCARRY,MDK,GX,Patrik,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,3,Red,0:27:07,Hwei,Twisted_Fate,Karma,Rumble,Senna,Varus,Loss,6,3,1,0,11,1,3,5,2,67,2,0,2.5,8064,297,18.2,64,22,11,4,4,2.36,0.81,0.15,0.41,33.2,16539,16539,0,0,610,30,0.22,100,0,0,0,0,0,524,-76,-163,0,0,3056,3056,9976,4125,6141,986,28,214,14334,61,6,24,0,0
Alvaro,SUPPORT,MDK,GX,IgNar,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,3,Red,0:27:07,Ahri,Akali,LeBlanc,Yone,Tahm_Kench,Nautilus,Loss,6,3,1,0,12,0,2,3,1.5,194,0,0,7.2,8744,322,19.7,35,12,8,7,7,1.29,0.44,0.26,0.3,18.1,4645,1022,3623,0,171,8.4,0.11,50,0,0,0,0,0,1209,96,1859,2,0,307,307,8358,424,31337,2159,14,179,26746,37,9,26,0,0
Wunder,TOP,TH,FNC,Oscarinin,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,4,Blue,0:41:48,Kalista,Orianna,Smolder,Volibear,Aatrox,Renekton,Win,25,10,4,2,18,2,4,18,5,338,28,0,8.1,17196,411,21.1,46,20,7,4,4,1.1,0.48,0.1,0.17,12,40695,34254,5372,1069,974,29.6,0.48,80,0,0,0,0,0,-2740,-52,-2165,-2,0,5604,5604,25508,0,45226,0,26,409,46819,95,6,30,150,100
Jankos,JUNGLE,TH,FNC,Razork,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,4,Blue,0:41:48,Ashe,Draven,Neeko,Ahri,Lee_Sin,Volibear,Win,25,10,4,2,18,7,0,13,Perfect_KDA,221,182,0,5.3,15798,378,19.4,70,27,13,12,10,1.67,0.65,0.29,0.31,18.2,17684,13743,3040,901,423,12.9,0.48,80,0,0,0,0,0,-450,-27,-312,0,0,2608,2608,29741,0,61928,2096,20,664,40026,0,13,32,300,0
Zwyroo,MID,TH,FNC,Humanoid,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,4,Blue,0:41:48,Hwei,Taliyah,Nautilus,Rell,Neeko,Ahri,Win,25,10,4,2,18,2,3,16,6,315,0,0,7.5,16801,402,20.6,47,17,9,7,7,1.12,0.41,0.17,0.22,12.2,23693,1293,22078,322,567,17.2,0.43,72,0,0,0,0,0,-172,-5,395,0,0,7642,7642,3819,0,15051,0,49,316,22187,89,10,30,400,150
Flakked,ADCARRY,TH,FNC,Noah,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,4,Blue,0:41:48,Kaisa,Vi,Aatrox,Zeri,Smolder,Zeri,Win,25,10,4,2,18,13,2,5,9,389,34,0,9.3,21019,503,25.8,79,20,16,5,5,1.89,0.48,0.12,0.38,20.6,48609,20244,12178,16187,1163,35.4,0.43,72,0,1,2,0,0,-1245,-29,-1448,-2,0,5406,5406,6794,0,15793,0,19,517,17984,118,8,30,750,1050
Trymbi,SUPPORT,TH,FNC,Jun,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,4,Blue,0:41:48,Twisted_Fate,Xin_Zhao,Lee_Sin,Renekton,Nautilus,Rell,Win,25,10,4,2,15,1,2,18,9.5,44,4,0,1.1,10672,255,13.1,142,70,20,13,12,3.4,1.67,0.31,0.48,37,6812,1254,4029,1529,163,5,0.45,76,0,0,0,0,0,-190,4,171,0,0,614,614,4921,1191,31979,2758,49,214,16736,92,15,34,0,0
Oscarinin,TOP,FNC,TH,Wunder,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,4,Red,0:41:48,Orianna,Kalista,Volibear,Smolder,Renekton,Aatrox,Loss,11,6,3,1,18,4,4,3,1.8,344,21,0,8.2,17492,418,23.1,47,11,14,8,8,1.12,0.26,0.19,0.33,12,26198,20263,5266,669,627,24.4,0.17,63.6,0,0,0,0,0,2740,52,2165,2,0,4759,4759,19953,0,64469,0,20,92,49555,156,9,30,1050,450
Razork,JUNGLE,FNC,TH,Jankos,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,4,Red,0:41:48,Draven,Ashe,Ahri,Neeko,Volibear,Lee_Sin,Loss,11,6,3,1,17,4,6,7,1.8,220,187,0,5.3,13789,330,18.2,55,11,12,9,9,1.32,0.26,0.22,0.29,14,17315,10657,5645,1013,414,16.1,0.26,100,0,1,0,0,0,450,27,312,0,0,3304,3304,17742,0,75489,0,27,586,47537,208,10,35,150,50
Humanoid,MID,FNC,TH,Zwyroo,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,4,Red,0:41:48,Taliyah,Hwei,Rell,Nautilus,Ahri,Neeko,Loss,11,6,3,1,18,3,6,5,1.3,372,4,0,8.9,17328,415,22.8,65,27,18,3,2,1.56,0.65,0.07,0.43,16.5,29733,1045,19289,9399,711,27.7,0.19,72.7,0,0,0,0,0,172,5,-395,0,0,3407,3407,5300,0,18895,0,18,86,27533,213,7,28,100,400
Noah,ADCARRY,FNC,TH,Flakked,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,4,Red,0:41:48,Vi,Kaisa,Zeri,Aatrox,Zeri,Smolder,Loss,11,6,3,1,18,0,5,8,1.6,448,48,0,10.7,17614,421,23.2,72,14,27,6,6,1.72,0.33,0.14,0.65,18.3,27116,16626,9869,621,649,25.3,0.19,72.7,0,0,0,0,0,1245,29,1448,2,0,1956,1956,5482,0,25355,0,6,200,24036,192,10,28,0,700
Jun,SUPPORT,FNC,TH,Trymbi,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,4,Red,0:41:48,Xin_Zhao,Twisted_Fate,Renekton,Lee_Sin,Rell,Nautilus,Loss,11,6,3,1,15,0,4,9,2.3,25,0,0,0.6,9663,231,12.7,154,96,10,28,26,3.68,2.3,0.67,0.24,39.2,6936,1013,5094,829,166,6.5,0.22,81.8,0,0,0,0,0,190,-4,-171,0,0,0,0,1957,706,24994,0,41,96,18613,98,30,49,0,0
Brokenblade,TOP,G2,KC,Cabochard,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,5,Blue,0:30:15,Vi,Kalista,Smolder,Orianna,Gragas,Gnar,Win,11,7,3,1,17,1,1,7,8,252,8,0,8.3,11341,375,20.3,23,13,2,4,4,0.76,0.43,0.13,0.07,8.6,13889,791,13036,62,459,19.5,0.26,72.7,0,0,0,0,0,-1001,-22,-1121,-1,0,3524,3524,13750,0,22005,0,23,383,22510,32,6,20,0,0
Yike,JUNGLE,G2,KC,Bo,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,5,Blue,0:30:15,Zeri,Draven,Jarvan_IV,Senna,Jarvan_IV,Lee_Sin,Win,11,7,3,1,15,4,1,6,10,178,170,0,5.9,11272,373,20.1,44,6,7,5,4,1.45,0.2,0.17,0.23,16.4,6835,6076,543,216,226,9.6,0.33,90.9,0,2,0,0,0,-690,-12,-909,-1,0,1220,1220,14288,0,36940,0,11,552,22737,47,5,22,600,0
Caps,MID,G2,KC,Saken,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,5,Blue,0:30:15,Kaisa,Varus,Neeko,Tahm_Kench,Neeko,Orianna,Win,11,7,3,1,17,2,2,6,4,290,1,0,9.6,12726,421,22.7,35,10,10,3,2,1.16,0.33,0.1,0.33,13,12444,729,11701,14,411,17.4,0.26,72.7,0,0,0,0,0,-1133,10,114,0,0,11162,11162,958,785,6063,0,16,246,10564,84,5,19,0,200
Hans_Sama,ADCARRY,G2,KC,Upset,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,5,Blue,0:30:15,Xin_Zhao,Blitzcrank,Gragas,Lee_Sin,Smolder,Senna,Win,11,7,3,1,16,4,3,5,3,291,13,0,9.6,13476,445,24.1,24,12,6,3,3,0.79,0.4,0.1,0.2,8.9,34376,22176,6521,5679,1136,48.1,0.3,81.8,0,2,0,0,0,781,104,2035,2,0,2615,2615,5542,0,9024,0,11,403,14882,91,4,23,550,300
Mikyx,SUPPORT,G2,KC,Targamas,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,5,Blue,0:30:15,KSante,Zac,Rakan,Gnar,Rakan,Tahm_Kench,Win,11,7,3,1,12,0,4,8,2,25,0,0,0.8,7147,236,12.8,143,81,20,16,14,4.73,2.68,0.53,0.66,53.2,3861,806,2533,522,128,5.4,0.26,72.7,0,0,0,0,0,-1229,-89,-2526,-3,0,131,131,5391,2446,17415,3315,11,33,12877,57,18,35,0,0
Cabochard,TOP,KC,G2,Brokenblade,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,5,Red,0:30:15,Kalista,Vi,Orianna,Smolder,Gnar,Gragas,Loss,11,2,2,0,16,3,2,4,3.5,279,20,0,9.2,12234,404,23.3,42,13,6,6,3,1.39,0.43,0.2,0.2,16.8,14967,12941,2026,0,495,27.3,0.23,63.6,0,0,0,0,0,1001,22,1121,1,0,813,813,3777,0,20750,0,23,517,20039,52,9,24,150,300
Bo,JUNGLE,KC,G2,Yike,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,5,Red,0:30:15,Draven,Zeri,Senna,Jarvan_IV,Lee_Sin,Jarvan_IV,Loss,11,2,2,0,14,0,3,7,2.3,193,168,0,6.4,9070,300,17.3,47,14,17,10,5,1.55,0.46,0.33,0.56,18.8,5055,4193,622,240,167,9.2,0.23,63.6,0,0,0,0,0,690,12,909,1,0,3250,3250,18302,0,28051,39,8,544,32633,88,11,28,0,0
Saken,MID,KC,G2,Caps,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,5,Red,0:30:15,Varus,Kaisa,Tahm_Kench,Neeko,Orianna,Neeko,Loss,11,2,2,0,16,5,3,3,2.7,281,4,0,9.3,12217,404,23.3,37,10,9,4,2,1.22,0.33,0.13,0.3,14.8,11598,457,11141,0,383,21.2,0.26,72.7,0,0,1,0,0,1133,-10,-114,0,0,552,552,94,0,13611,1526,20,322,12004,102,8,24,100,550
Upset,ADCARRY,KC,G2,Hans_Sama,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,5,Red,0:30:15,Blitzcrank,Xin_Zhao,Lee_Sin,Gragas,Senna,Smolder,Loss,11,2,2,0,13,3,1,8,11,83,2,0,2.7,9681,320,18.5,85,33,27,5,5,2.81,1.09,0.17,0.89,34,15648,15068,543,37,517,28.6,0.36,100,0,0,0,0,0,-781,-104,-2035,-2,0,2707,2707,11362,4918,6072,474,25,229,12363,0,7,25,250,300
Targamas,SUPPORT,KC,G2,Mikyx,3/11/2024,1,3,v14.5,Spring_Season_24,1,1,1,5,Red,0:30:15,Zac,KSante,Gnar,Rakan,Tahm_Kench,Rakan,Loss,11,2,2,0,14,0,2,11,5.5,193,3,0,6.4,9240,305,17.6,39,16,8,11,9,1.29,0.53,0.36,0.26,15.6,7492,581,6863,48,248,13.7,0.36,100,0,0,0,0,0,1229,89,2526,3,0,0,0,10160,467,44038,1599,20,271,30472,44,12,26,0,0
Irrelevant,TOP,SK,BDS,Adam,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,1,Blue,0:38:49,Ashe,Smolder,Zeri,Karma,Jayce,Olaf,Loss,20,10,3,1,18,2,2,9,5.5,321,9,0,8.3,15970,411,21.7,68,12,17,6,6,1.75,0.31,0.15,0.44,16.9,27690,22290,5220,180,713,26,0.28,55,0,0,0,0,0,64,12,-231,0,0,9486,9486,3927,0,16716,0,8,123,18837,53,8,26,0,150
Isma,JUNGLE,SK,BDS,Sheo,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,1,Blue,0:38:49,Orianna,Rell,Xin_Zhao,Aphelios,Xin_Zhao,Jax,Loss,20,10,3,1,16,4,6,8,2,198,173,0,5.1,12942,333,17.6,54,10,13,8,8,1.39,0.26,0.21,0.33,13.4,12460,10735,1221,504,321,11.7,0.31,60,0,0,0,0,0,294,4,743,1,0,913,913,24914,0,43119,0,15,865,45298,218,10,31,400,300
Nisqy,MID,SK,BDS,nuc,3/16/2024,2,1,v14.5,Spring_Season_24,1,1,1,1,Blue,0:38:49,Varus,Kalista,Neeko,Jax,Neeko,Karma,Loss,20,10,3,1,18,3,6,11,2.3,297,12,0,7.7,15053,388,20.5,45,17,7,13,13,1.16,0.44,0.33,0.18,11.2,22071,1260,20366,445,569,20.7,0.36,70,0,0,0,0,0,-200,-8,-6,0,0,5879,5879,984,0,13303,0,40,352,22406,200,15,33,100,300
